created,id,text,name,screen_name,friends,followers,favorites,location,retweets,user_description,status_count,in_reply_to,in_reply_to_name,retweeted
2017-12-04 10:21,937627959594225664,@FlorianSchwab @redder66 @honegger @NZZ @NoBillag Das Paket ist gespickt mit Deinvestitions-Anreizen:… https://t.co/LC6gqCmr1V,Thomas Ley,thomas_ley,636,3527,8137,Zürich,0,@Blickch  Blattmacher (editor) thomas.ley@ringier.ch,32261,937626538186506240,thomas_ley, 376818440 FlorianSchwab Florian Schwab-14512645 redder66 reda el arbi-49337301 honegger Arthur Honegger-14273050 NZZ Neue Zürcher Zeitung-1383737941 NoBillag No Billag!-,False
2017-12-04 10:21,937627790626697216,RT @ReneTruninger: Werden bei der #Volksabstimmung im März dem „linken“ #Staatssender die Flügel gestutzt? #NoBillag https://t.co/i9A30GW2M…,René Truninger,ReneTruninger,1685,4835,21385,Kt. Zürich,23,Kantonsrat #KRZH für die @svpzh | Gemeinderat & Fraktionspräsident @stadtilef | @SVPch | Unternehmer,3361,None,None, 863544511 ReneTruninger René Truninger-,False
2017-12-04 10:19,937627523634036736,RT @zac1967: Die Linken organisieren eine Podiumsdiskussion. Jederman ist eingeladen  die gleiche Meinung zu haben... @NoBillag https://t.c…,mousseman,mousseman,423,758,17193,Behind the baking soda,65,"If you're taking flak  you're above the target. Sarcastic, cynic. Also likes big dogs, whisky, guns, knives & motorcycles. Certified Putin Bot. Prostate owner.",73977,None,None, 121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-,False
2017-12-04 10:19,937627365622116353,RT @byebyebillag: 1'600 Mitarbeitende für EIN Fersehen südlich des Gotthards?  #Relationen #NoBillag #overkill,mousseman,mousseman,423,758,17193,Behind the baking soda,6,"If you're taking flak  you're above the target. Sarcastic, cynic. Also likes big dogs, whisky, guns, knives & motorcycles. Certified Putin Bot. Prostate owner.",73977,None,None, 18830840 byebyebillag Bye Bye Billag-,False
2017-12-04 10:17,937626959693189121,RT @alex_baur: Was aus meiner Sicht für @NoBillag spricht: Gebühren-Monopol verhindert Entstehung eines Pay-TV  das sich nach den Bedürfnis…,Service Public,RotscherVonWeck,368,389,20592,,44,Ehrenamtliche Qualitätskontrollstelle für mit Zwangsgebühren finanzierte Medien.,7042,None,None, 379285165 alex_baur Alex Baur-1383737941 NoBillag No Billag!-,False
2017-12-04 10:17,937626881876164608,@alex_baur @zac1967 @NoBillag @SRF Da fehlt mir die Phantasie - lasse mich mit konkreten Beispielen zu den genannte… https://t.co/TULM0hVOn2,Michael Schär,mschaer,1851,1859,7388,Switzerland,0,Digital Strategist // «It’s all about connecting the dots!» // My dots: Content Marketing. Visual Storytelling. Digital Publishing. Typography. // @corpmedia_ch,6363,937600675004985344,alex_baur, 379285165 alex_baur Alex Baur-121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-187853842 SRF SRF-,False
2017-12-04 10:16,937626754558189568,@schulerswiss @zac1967 @NoBillag Ich denke  dass Sie noch nie in so einem Unternehmen gearbeitet haben. Ich arbeite… https://t.co/jjAERhCDF6,Joel,HalbKlug,449,653,994,Bern  Schweiz,0,19 Jahre jung • Mediengestalter • Host RadioFr,1186,937625891793985537,schulerswiss, 4419768988 schulerswiss Marc Schuler-121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-,False
2017-12-04 10:16,937626665781465089,"RT @wgamper: Was passieren wird:  #NoBillag wird abgelehnt werden  @SRGSSR deutet das Ergebnis als ""Weiter so!"" und @honegger kanzelt weite…",Service Public,RotscherVonWeck,368,389,20592,,4,Ehrenamtliche Qualitätskontrollstelle für mit Zwangsgebühren finanzierte Medien.,7042,None,None, 101315410 wgamper Werner Gamper-1871613643 SRGSSR SRG SSR-49337301 honegger Arthur Honegger-,False
2017-12-04 10:16,937626644528992258,RT @narimoldi: Solche Hysterie ist unhaltbar  dumm und sie schadet der Demokratie. Dass eigene Parteimitglieder auf diesen dürrenmatt'schen…,Gyz Tüüfel,GyzTuufel,98,110,18,,20,Ich bi jetzt ebe dä  wo's nöd git.,3184,None,None, 2762951427 narimoldi Nicolas A. Rimoldi-,False
2017-12-04 10:16,937626601889640448,@HalbKlug @zac1967 @NoBillag Wenn ein Markt besteht  dann gibt es immer einen Anbieter (Angebot und Nachfrage). Die… https://t.co/tY10kA1L2v,Marc Schuler,schulerswiss,60,106,174,Winterthur & St. Galler Rheintal,0,"Founder von @internetgroupch / @unaxus_net. Aktiv für mehr freien Wettbewerb. Telco Branche. Private Meinung 😎. MSc 👨‍🎓. 😍 Triumph 🏍️  Linux 🐧, Routers 🛰️",797,937626111126667264,HalbKlug, 2794652991 HalbKlug Joel-121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-,False
2017-12-04 10:16,937626538186506240,"@FlorianSchwab @redder66 @honegger @NZZ @NoBillag Ich weiss  ich rede hier gegen eine Wand, aber Trumps Paket senkt… https://t.co/LboAooag4G",Thomas Ley,thomas_ley,636,3527,8137,Zürich,1,@Blickch  Blattmacher (editor) thomas.ley@ringier.ch,32261,937610913145815040,FlorianSchwab, 376818440 FlorianSchwab Florian Schwab-14512645 redder66 reda el arbi-49337301 honegger Arthur Honegger-14273050 NZZ Neue Zürcher Zeitung-1383737941 NoBillag No Billag!-,False
2017-12-04 10:14,937626111126667264,@schulerswiss @zac1967 @NoBillag Hää? Möchten Sie auch gerne nur Musik von DJBobo hören? Es braucht Abwechslung. Me… https://t.co/looV1b2YSw,Joel,HalbKlug,449,653,994,Bern  Schweiz,0,19 Jahre jung • Mediengestalter • Host RadioFr,1186,937625533055201282,schulerswiss, 4419768988 schulerswiss Marc Schuler-121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-,False
2017-12-04 10:13,937625891793985537,@HalbKlug @zac1967 @NoBillag 30 Mitarbeiter dürften dafür ausreichen (Budget ~50 Mio / Jahr).,Marc Schuler,schulerswiss,60,106,174,Winterthur & St. Galler Rheintal,0,"Founder von @internetgroupch / @unaxus_net. Aktiv für mehr freien Wettbewerb. Telco Branche. Private Meinung 😎. MSc 👨‍🎓. 😍 Triumph 🏍️  Linux 🐧, Routers 🛰️",797,937625533055201282,schulerswiss, 2794652991 HalbKlug Joel-121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-,False
2017-12-04 10:13,937625866103816192,RT @brenntr: Dass Initiativen nicht wortgetreu umgesetzt wurden  gab es schon. Dass Befürworter von Initiativen im Vorfeld beteuern und bes…,Gabriel Brönnimann,broennimann,1696,2804,13382,Basel  Switzerland,85,Redaktionsleiter @tageswoche mit @Renato_Beck. https://t.co/PXAxZf47sg | Threema: 9D9UJAXZ. Endorsement  anagram: Enter demons.,17853,None,None, 282998170 brenntr Tristan Brenn-,False
2017-12-04 10:12,937625533055201282,@HalbKlug @zac1967 @NoBillag Die Frage ist doch... unter 0.1 % Marktanteil bedeutet weniger als 8'000 Zuschauer...… https://t.co/K0ezxCEunX,Marc Schuler,schulerswiss,60,106,174,Winterthur & St. Galler Rheintal,0,"Founder von @internetgroupch / @unaxus_net. Aktiv für mehr freien Wettbewerb. Telco Branche. Private Meinung 😎. MSc 👨‍🎓. 😍 Triumph 🏍️  Linux 🐧, Routers 🛰️",797,937622562988838912,HalbKlug, 2794652991 HalbKlug Joel-121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-,False
2017-12-04 10:09,937624981499994112,RT @kubleag: So läuft die #NoBillag-Debatte auf Social Media: https://t.co/ZNpYSYzpxM Analyse mit Daten von uns und Einschätzungen von @gus…,Christoph Hess,christophhess,3396,5240,3481,Luzern/Zürich  Switzerland,3,Digital Strategist / Partner @kubleag. Coworker @impacthubbern. Keeping an eye and an ear on the world. Auch auf Deutsch. 有时候汉语.,10844,None,None, 52342770 kubleag Kuble AG-,False
2017-12-04 10:08,937624761890430976,Nein zur extremen No-@NoBillag  Hier einige Argumente für eure Kampagne  ich wünsche kein Glück. https://t.co/rvMOZVSiFm,Heinz Lindenmann,HeinzLindenmann,2646,840,25319,8804 Au am Zürichsee,0,"1951 geboren  seit 30.6.2011 in Frühpension Hobby Radio TV Empfang  ab Sat-Kabel, UKW Digitalradio Politik Astronomie, usw. ATHEIST",37501,None,None, 1383737941 NoBillag No Billag!-,False
2017-12-04 10:06,937624231566872576,@joenuc @zac1967 @mschaer @NoBillag @SRF Beim Thema Medienfreiheit werde ich halt manchmal etwas pathetisch. Berufsbedingt.,Alex Baur,alex_baur,281,3096,8345,Zürich  Schweiz,1,"Swiss Journalist  Weltwoche - das wichtigste für alle: Freiheit, Recht & Demokratie - und für mich: Wein, Weib & Gesang.",13894,937621387426091009,joenuc, 72790062 joenuc Joesip Nucić-121068845 zac1967 Claudio Zanetti-14074755 mschaer Michael Schär-1383737941 NoBillag No Billag!-187853842 SRF SRF-,False
2017-12-04 10:04,937623748139732994,@SchaerWords @FlorianSchwab @FelixSchneuwly @buercher @NoBillag Ist doch normal. Es geht nicht  dass in einen freie… https://t.co/3ooraMO67m,Rolf Schweizer,RolfASchweizer,1555,1515,209,Parteilos + Doktrin-resistent,0,"Habe etwas gegen Politiker  Journalisten und andere Zeitgenossen, die den Menschen schaden. Und - ich sage es geradeheraus!",54574,937615951507480577,SchaerWords, 235455605 SchaerWords Markus Schär-376818440 FlorianSchwab Florian Schwab-488573993 FelixSchneuwly Felix Schneuwly-417245754 buercher Matthias Bürcher-1383737941 NoBillag No Billag!-,False
2017-12-04 10:02,937623168356962304,@fabiangrepper @NoSendeschluss @ProBillag @non_nobillag @NoBillag @Jungfreisinnige @SRGSSR @ringier_ag @Tamedia… https://t.co/tzsNgjbWvr,Sandro Wächter,Sanwaechter,37,43,61,,0,"Sandro Wächter (SVP  AG)  Ab 1.1.2018: Gemeinderat Schinznach Bad

#BillagAbschaffer #Libertarian #Capitalist",104,937433254403231751,fabiangrepper, 734668928526524417 fabiangrepper Fabian Grepper-885159891891040256 NoSendeschluss Sendeschluss NEIN-3330139223 ProBillag Pro Billag-925257009926168576 non_nobillag NON à No Billag-1383737941 NoBillag No Billag!-141551329 Jungfreisinnige Jungfreisinnige CH-1871613643 SRGSSR SRG SSR-611751045 ringier_ag Ringier AG-362707107 Tamedia Tamedia AG-,False
2017-12-04 10:01,937622833269821441,RT @brenntr: Dass Initiativen nicht wortgetreu umgesetzt wurden  gab es schon. Dass Befürworter von Initiativen im Vorfeld beteuern und bes…,Regina Krieg,Ginaneverland,307,180,12489,Switzerland,85,"""NO HUMAN BEING IS ILLEGAL""        Ellie Wiesel ❤️",8786,None,None, 282998170 brenntr Tristan Brenn-,False
2017-12-04 10:00,937622562988838912,@schulerswiss @zac1967 @NoBillag Es gibt weitaus mehr.,Joel,HalbKlug,449,653,994,Bern  Schweiz,0,19 Jahre jung • Mediengestalter • Host RadioFr,1186,937619531014574081,schulerswiss, 4419768988 schulerswiss Marc Schuler-121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-,False
2017-12-04 09:56,937621739739189248,"RT @Mark_Balsiger: Es gibt Umfragen und ""Umfragen"". Das Blog-Posting über diejenige zu #NoBillag  die die «SonntagsZeitung» gestern ausspuc…",Ann Brita Dähler,abcbd13,58,19,1132,,25,Manchmal fehlen mir die Worte - auch nach dreissig Jahren in der Bücher- und Kommunikationswelt 🤔,204,None,None, 62563195 Mark_Balsiger Mark Balsiger-,False
2017-12-04 09:56,937621734756376576,RT @SchaerWords: @FelixSchneuwly @buercher @NoBillag Bundesrat und Parlament sagen: Nur diese (hypertrophe) SRG - oder nichts. Dann muss ic…,Marco Born,MBorn77,1232,1288,20399,Sissach  Basel-Land,2,"Alt-Landrat  SVP BL, Für eine Verschärfung der Einbürgerungskriterien.",17949,None,None, 235455605 SchaerWords Markus Schär-488573993 FelixSchneuwly Felix Schneuwly-417245754 buercher Matthias Bürcher-1383737941 NoBillag No Billag!-,False
2017-12-04 09:55,937621387426091009,@alex_baur @zac1967 @mschaer @NoBillag @SRF Du bewertest die Schweiz jetzt ernsthaft als nicht freies Land. Wie sag… https://t.co/PfZ9jDNlEj,Joesip Nucić,joenuc,1161,431,6552,,0,Those who would give up liberty for a little temporary safety deserve neither liberty nor safety  and will lose both. --Benjamin Franklin (1706-1790),19219,937600675004985344,alex_baur, 379285165 alex_baur Alex Baur-121068845 zac1967 Claudio Zanetti-14074755 mschaer Michael Schär-1383737941 NoBillag No Billag!-187853842 SRF SRF-,False
2017-12-04 09:52,937620732531625984,@honegger @SchaerWords @NZZ Als steuerfinanzierter Journalist sollte man es mit der herablassenden Art nicht unbedi… https://t.co/EpiPdO8ArC,Florian Schwab,FlorianSchwab,1750,2052,7736,,1,Economist from Zurich  writing for Die Weltwoche.,7056,937619854244438017,honegger, 49337301 honegger Arthur Honegger-235455605 SchaerWords Markus Schär-14273050 NZZ Neue Zürcher Zeitung-,False
2017-12-04 09:50,937620055776546816,...wo bleibt der Gegenvorschlag zu #NoBillag ?,Ben Huser,BenHuser,357,600,16928,ben.huser@bluewin.ch,0,culture  labor and humanrights - emphasizing access over ownership,26015,None,None, ,False
2017-12-04 09:49,937619806462803968,RT @zac1967: Die Linken organisieren eine Podiumsdiskussion. Jederman ist eingeladen  die gleiche Meinung zu haben... @NoBillag https://t.c…,Alex,kasparkramer,263,314,23797,Zurich  Switzerland / gab.ai,65,wer den demokratischen Diskurs scheut  hat kaum wirklich gute Argumente und sollte darum eben die Klappe halten    pro #Mohrenkopf anti-fa #Extremismus,21958,None,None, 121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-,False
2017-12-04 09:48,937619531014574081,@zac1967 @NoBillag Für die meisten Privatsender das aus???... ich finde auf der Marktanteil Liste der Mediapulse ge… https://t.co/J5v5prATxD,Marc Schuler,schulerswiss,60,106,174,Winterthur & St. Galler Rheintal,0,"Founder von @internetgroupch / @unaxus_net. Aktiv für mehr freien Wettbewerb. Telco Branche. Private Meinung 😎. MSc 👨‍🎓. 😍 Triumph 🏍️  Linux 🐧, Routers 🛰️",797,937587533378138112,zac1967, 121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-,False
2017-12-04 09:48,937619519010496513,"RT @ProBillag: Der #NoBillag-Initiativtext ist es wert  genau gelesen zu werden. Nicht nur das, was drinsteht, sondern auch das, was ersatz…",Michel Venetz,MichelVenetz,2286,739,1776,Visp/Sitten  Schweiz,17,"Redaktor  VJ-Journalist @radio_rottu Reporter @rroSport früher Walliser Bote, @MAZ-Absolvent, Gwundrigä Mänsch, Journalist aus Leidenschaft.",4094,None,None, 3330139223 ProBillag Pro Billag-,False
2017-12-04 09:47,937619438999949317,RT @SchaerWords: @FelixSchneuwly @buercher @NoBillag Bundesrat und Parlament sagen: Nur diese (hypertrophe) SRG - oder nichts. Dann muss ic…,Florian Schwab,FlorianSchwab,1750,2052,7736,,2,Economist from Zurich  writing for Die Weltwoche.,7056,None,None, 235455605 SchaerWords Markus Schär-488573993 FelixSchneuwly Felix Schneuwly-417245754 buercher Matthias Bürcher-1383737941 NoBillag No Billag!-,False
2017-12-04 09:43,937618427317047296,RT @byebyebillag: 1'600 Mitarbeitende für EIN Fersehen südlich des Gotthards?  #Relationen #NoBillag #overkill,Karl Müller,KarlMller13,4661,4492,36208,Zürich,6,Ich kämpfe gegen Diskriminierung von Männern durch den feministischen Mainstream in Politik+Medien. Pro equal rights RTs≠endorsements. #Feminitis #Infantilator,24138,None,None, 18830840 byebyebillag Bye Bye Billag-,False
2017-12-04 09:43,937618361797799936,@AlexLimacher @Ayanami_ch @kaiser_liberal @thiaess @NordmannRoger Eine #Steuer läuft über den allgemeinen Bundestop… https://t.co/3zfTVQxscl,Marc Oliver Bürgi,MarcBuergi,1919,983,4556,Basel-Land  Schweiz,0,"#Chemiker  #Unternehmer, #Politiker. Kämpfe für ein starkes Verhältnis zwischen Wirtschaft, Politik und Gesellschaft. Präsident BDP BL",10621,937607248494448640,AlexLimacher, 351548364 AlexLimacher Alexander Limacher-431043267 Ayanami_ch Roman Badertscher-418951695 kaiser_liberal Stefan Kaiser-779361360727638017 thiaess Matthias Gehrig-778644518 NordmannRoger Roger Nordmann-,False
2017-12-04 09:41,937617851652898816,RT @zac1967: Die Linken organisieren eine Podiumsdiskussion. Jederman ist eingeladen  die gleiche Meinung zu haben... @NoBillag https://t.c…,Adi E.,adiepunkt,211,79,1968,,65,Glaubt nicht jedes Zitat im Internet  nach dessen Ende der Name eines grossen Menschen steht.  Nietzsche  1888,1859,None,None, 121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-,False
2017-12-04 09:34,937615977277284352,"RT @Mark_Balsiger: Es gibt Umfragen und ""Umfragen"". Das Blog-Posting über diejenige zu #NoBillag  die die «SonntagsZeitung» gestern ausspuc…",Roland Ziegler,muusaebaer,489,413,9122,Bern  Schweiz,25,Thinker  non-conformist and software engineer seeking ways into a humanistic society.,6986,None,None, 62563195 Mark_Balsiger Mark Balsiger-,False
2017-12-04 09:33,937615951507480577,@FelixSchneuwly @buercher @NoBillag Bundesrat und Parlament sagen: Nur diese (hypertrophe) SRG - oder nichts. Dann… https://t.co/MJGhDqqNbM,Markus Schär,SchaerWords,460,2248,8761,Weinfelden TG,2,"Ich schreibe Texte  vom Tweet bis zum Buch. Auch für Geld, wenn ich schreiben kann, was ich denke. markusschaer AT bluewin.ch.",12578,937586673533292544,FelixSchneuwly, 488573993 FelixSchneuwly Felix Schneuwly-417245754 buercher Matthias Bürcher-1383737941 NoBillag No Billag!-,False
2017-12-04 09:32,937615688470089729,RT @RolfASchweizer: Die SRG ist uneinsichtig. Ist das verwunderlich mit den &gt;70 % Linken? Um dies zu beheben  bleibt nur die totale Abschaf…,Kurt Rustem,kurt_rustem,400,272,7361,Switzerland,9,"""Switzerland First"" and  ""Make Switzerland Great Again"" Switzerland is going to be destroyed by Left/Green and Pro EU controlled Government! Stop Left/Green",21938,None,None, 850761680 RolfASchweizer Rolf Schweizer-,False
2017-12-04 09:30,937615034380947456,RT @byebyebillag: Der Kanton Tessin hatte am 31.12.2016 354'357 Einwohner. Der Personalbestand der RTSI zeigt  dass 1. Mitarbeiter für 221…,Marco Born,MBorn77,1232,1288,20399,Sissach  Basel-Land,39,"Alt-Landrat  SVP BL, Für eine Verschärfung der Einbürgerungskriterien.",17949,None,None, 18830840 byebyebillag Bye Bye Billag-,False
2017-12-04 09:27,937614225094168576,"@narimoldi @NoBillag zum beispiel mit: #Gesinnungsterror #Meinungsfaschismus #Fakenews #SRGHorrorStory 
und wollen… https://t.co/Fbhi7WJlFI",rittiner gomez 🎨,rittinergomez,1414,1677,16846,spiez,0,maler - zeichner - schreiber /////// ///////  bergradfahrer - erdbewohner /////// https://t.co/oruRwepjAe //////// /////// /////// https://t.co/ctc0whQ8AF,12381,937613855739523072,narimoldi, 2762951427 narimoldi Nicolas A. Rimoldi-1383737941 NoBillag No Billag!-,False
2017-12-04 09:25,937613855739523072,"@rittinergomez @NoBillag Wo verbreite ich selbst eigene Hysterie?  
Sonst würde ich nicht für die Abschaffung diese… https://t.co/xzx82C939Y",Nicolas A. Rimoldi,narimoldi,665,985,10534,Luzern  Switzerland,0,ᴡᴇʟᴛʙüʀɢᴇʀ • ʙᴇɪᴍ (ᴊᴜɴɢ-) ғʀᴇɪsɪɴɴ • sᴏᴄɪᴀʟ ᴀɴᴛʜʀᴏᴘᴏʟᴏɢʏ & ʜɪsᴛᴏʀʏ @ᴜɴɪʟᴜᴢᴇʀɴ • sᴄᴀɴɴᴛ ᴇɪɴᴋäᴜғᴇ • ʀᴇᴛᴡᴇᴇᴛs = ғʏɪ,3055,937613097589764096,rittinergomez, 23478352 rittinergomez rittiner gomez 🎨-1383737941 NoBillag No Billag!-,False
2017-12-04 09:25,937613844515520512,RT @cedricwermuth: Wenn so was durch die Redaktion einer „Qualitätszeitung“ kommt  dann haben wir ein grobes Problem mit dem privaten Journ…,Rolf,rolnam,1914,2098,64842,aargau,4,"denkt und handelt sozial-liberal  für eine offene, moderne schweiz ohne abschottung, hobby-föteler, jodler aus leidenschaft und ambri-fan",57821,None,None, 21436172 cedricwermuth Cédric Wermuth-,False
2017-12-04 09:24,937613458216030208,RT @byebyebillag: Der Kanton Tessin hatte am 31.12.2016 354'357 Einwohner. Der Personalbestand der RTSI zeigt  dass 1. Mitarbeiter für 221…,Serge (͡° ͜ʖ ͡°),serge_zh,175,169,121,Oftringen  Schweiz,39,Mensch und Steuerzahler,687,None,None, 18830840 byebyebillag Bye Bye Billag-,False
2017-12-04 09:22,937613110172581889,RT @brenntr: Dass Initiativen nicht wortgetreu umgesetzt wurden  gab es schon. Dass Befürworter von Initiativen im Vorfeld beteuern und bes…,Berner Brücken,bernerbruecken,86,139,145,Bern  Schweiz,85,#Matte #Kirchenfeld #Breitenrain #Lorraine #Untertor #Nydegg #Marzili #Hochbrücke #Tiefbauamt #stattland - Private Account eines Bern-Fans,125,None,None, 282998170 brenntr Tristan Brenn-,False
2017-12-04 09:22,937613097589764096,"@narimoldi @NoBillag es ging uns um ihre hystery die sie verbreiten 
und wollen sie die #NoBillag umsetzen oder nicht?",rittiner gomez 🎨,rittinergomez,1414,1677,16846,spiez,0,maler - zeichner - schreiber /////// ///////  bergradfahrer - erdbewohner /////// https://t.co/oruRwepjAe //////// /////// /////// https://t.co/ctc0whQ8AF,12381,937612745041678336,narimoldi, 2762951427 narimoldi Nicolas A. Rimoldi-1383737941 NoBillag No Billag!-,False
2017-12-04 09:22,937613049560731649,RT @srgwatch: Die (Un-)Logik der Fernseh-Steuer. #NoBillag https://t.co/4OwqJzAoE3,rudolfuz,rudolfuz,165,56,7164,,202,It is easier to fool the people  than to convince the people they have been fooled. Mark Twain,10055,None,None, 4877758755 srgwatch Medienfreiheit 🔭-,False
2017-12-04 09:21,937612745041678336,@rittinergomez @NoBillag Die ersten beiden Hashtags beziehen sich auf die deutsche Staatszensur  durch das #NetzDG… https://t.co/m4fu9eRjsE,Nicolas A. Rimoldi,narimoldi,665,985,10534,Luzern  Switzerland,0,ᴡᴇʟᴛʙüʀɢᴇʀ • ʙᴇɪᴍ (ᴊᴜɴɢ-) ғʀᴇɪsɪɴɴ • sᴏᴄɪᴀʟ ᴀɴᴛʜʀᴏᴘᴏʟᴏɢʏ & ʜɪsᴛᴏʀʏ @ᴜɴɪʟᴜᴢᴇʀɴ • sᴄᴀɴɴᴛ ᴇɪɴᴋäᴜғᴇ • ʀᴇᴛᴡᴇᴇᴛs = ғʏɪ,3055,937610184163233792,rittinergomez, 23478352 rittinergomez rittiner gomez 🎨-1383737941 NoBillag No Billag!-,False
2017-12-04 09:19,937612203041218562,RT @alex_baur: Was aus meiner Sicht für @NoBillag spricht: Gebühren-Monopol verhindert Entstehung eines Pay-TV  das sich nach den Bedürfnis…,Karl Müller,KarlMller13,4661,4492,36208,Zürich,44,Ich kämpfe gegen Diskriminierung von Männern durch den feministischen Mainstream in Politik+Medien. Pro equal rights RTs≠endorsements. #Feminitis #Infantilator,24138,None,None, 379285165 alex_baur Alex Baur-1383737941 NoBillag No Billag!-,False
2017-12-04 09:18,937612024422584320,RT @kasparkramer: @zac1967 @BabaSteinemann @SRF @NoBillag Genau auf diese künstlichen Mechanismen einer zentral orchestrierten Medienwelt k…,Karl Müller,KarlMller13,4661,4492,36208,Zürich,2,Ich kämpfe gegen Diskriminierung von Männern durch den feministischen Mainstream in Politik+Medien. Pro equal rights RTs≠endorsements. #Feminitis #Infantilator,24138,None,None, 742020677507665920 kasparkramer Alex-121068845 zac1967 Claudio Zanetti-385293664 BabaSteinemann Barbara Steinemann-187853842 SRF SRF-1383737941 NoBillag No Billag!-,False
2017-12-04 09:18,937611965458997248,"RT @zac1967: Warum behauptet @SRF  @BabaSteinemann sei belästigt worden, wenn diese ausdrücklich dementiert? #ServicePublic @NoBillag",Karl Müller,KarlMller13,4661,4492,36208,Zürich,6,Ich kämpfe gegen Diskriminierung von Männern durch den feministischen Mainstream in Politik+Medien. Pro equal rights RTs≠endorsements. #Feminitis #Infantilator,24138,None,None, 121068845 zac1967 Claudio Zanetti-187853842 SRF SRF-385293664 BabaSteinemann Barbara Steinemann-1383737941 NoBillag No Billag!-,False
2017-12-04 09:16,937611543851741184,RT @zac1967: Die Linken organisieren eine Podiumsdiskussion. Jederman ist eingeladen  die gleiche Meinung zu haben... @NoBillag https://t.c…,Gyz Tüüfel,GyzTuufel,98,110,18,,65,Ich bi jetzt ebe dä  wo's nöd git.,3184,None,None, 121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-,False
2017-12-04 09:14,937611067680751616,RT @alex_baur: @mschaer @zac1967 @NoBillag @SRF Dann musst Du Deine Fantasie etwas walten lassen. In freien Ländern gibt es nicht nur Heima…,Claudio Zanetti,zac1967,2661,5797,12382,Zürich,1,"Jurist / Kommunikationsberater  Nationalrat - liebt Sarkasmus und Ironie. Nicht jeder RT bedeutet Unterstützung, und nicht jede Verletzung ist beabsichtigt.",52525,None,None, 379285165 alex_baur Alex Baur-14074755 mschaer Michael Schär-121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-187853842 SRF SRF-,False
2017-12-04 09:14,937610973661286400,RT @alex_baur: @mschaer @zac1967 @NoBillag @SRF Es gibt nicht bloss Netflix. In freien Ländern gibt es eine Fülle an Angeboten - News  Talk…,Claudio Zanetti,zac1967,2661,5797,12382,Zürich,1,"Jurist / Kommunikationsberater  Nationalrat - liebt Sarkasmus und Ironie. Nicht jeder RT bedeutet Unterstützung, und nicht jede Verletzung ist beabsichtigt.",52525,None,None, 379285165 alex_baur Alex Baur-14074755 mschaer Michael Schär-121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-187853842 SRF SRF-,False
2017-12-04 09:13,937610913145815040,@redder66 @honegger @NZZ Du bist auch gegen Steuersenkungen  die vor allem den Armen helfen. @NoBillag,Florian Schwab,FlorianSchwab,1750,2052,7736,,0,Economist from Zurich  writing for Die Weltwoche.,7056,937610615564263424,redder66, 14512645 redder66 reda el arbi-49337301 honegger Arthur Honegger-14273050 NZZ Neue Zürcher Zeitung-1383737941 NoBillag No Billag!-,False
2017-12-04 09:13,937610894955118592,RT @byebyebillag: Der Kanton Tessin hatte am 31.12.2016 354'357 Einwohner. Der Personalbestand der RTSI zeigt  dass 1. Mitarbeiter für 221…,Kurt Rustem,kurt_rustem,400,272,7361,Switzerland,39,"""Switzerland First"" and  ""Make Switzerland Great Again"" Switzerland is going to be destroyed by Left/Green and Pro EU controlled Government! Stop Left/Green",21938,None,None, 18830840 byebyebillag Bye Bye Billag-,False
2017-12-04 09:13,937610685361610753,RT @christofthinks: Der Umkehrschluss daraus ist: Momentan lohnt es sich nicht im Schweizer TV-Markt zu investieren  da ein Monopol den Mar…,Kurt Rustem,kurt_rustem,400,272,7361,Switzerland,42,"""Switzerland First"" and  ""Make Switzerland Great Again"" Switzerland is going to be destroyed by Left/Green and Pro EU controlled Government! Stop Left/Green",21938,None,None, 453796813 christofthinks christof_r-,False
2017-12-04 09:12,937610662599118848,In Zukunft zahle ich noch einen Franken pro Tag für meinen 4 Personen Haushalt. Macht gerade mal die Kleinigkeit vo… https://t.co/A8JBtdZZwB,Thomas Vögeli,tevau42,80,26,284,,1,,1347,None,None, ,False
2017-12-04 09:12,937610460928585728,RT @zac1967: Die Linken organisieren eine Podiumsdiskussion. Jederman ist eingeladen  die gleiche Meinung zu haben... @NoBillag https://t.c…,Liberalix,LiberalixCH,277,166,291,Schweiz,65,"Freiheit  Selbstverantwortung, Minimalstaat, weniger Vorschriften, weniger Steuern, freier Wettbewerb und Handel, Föderalismus, Rede- und Meinungsfreiheit.",498,None,None, 121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-,False
